document,entities,intent
I also need to find a place to stay while there. Preferably something expensive.,['hotel-pricerange'],find_hotel
I'm flexible on the area but I really want a hotel instead of a guesthouse. And I would like something with 4 stars.,"['hotel-area', 'hotel-stars', 'hotel-type']",find_hotel
Do either of them have free parking?,[],find_hotel
I would like to book one of those for 2 nights please.,['hotel-bookstay'],book_hotel
7 people on the same night.,"['hotel-bookday', 'hotel-bookpeople']",book_hotel
"Sure, try just 1 night.",[],book_hotel
Yeah that works for me. It's also all I needed for today. Thanks!,[],book_hotel
I am looking for a chinese restaurant.,[],NONE
I actually don't want a restaurant. I need a train to Birmingham New Street on Sunday. Can you help me?,[],NONE
I need to arrive by 15:45.,[],NONE
What is the reference number?,[],NONE
Yes. please book me 2 tickets.,[],NONE
Thank you. I'll also need a place to stay. I'd like it to be in the west and it should be moderate in price.,[],find_hotel
That sounds great! I'd like a reservation for 5 nights please.,[],find_hotel
2 people starting on tuesday. please find me the reference number,"['hotel-area', 'hotel-bookday', 'hotel-bookpeople', 'hotel-bookstay', 'hotel-pricerange']",book_hotel
Okay. That should do it. Thanks for your help with everything.,[],book_hotel
Hello! I'm staying in Cambridge for the first time and I'm looking for places to go that are near me. Can you help me find multiple sports?,[],NONE
"Bummer, are there any nightclubs in the city centre instead?",[],NONE
"Great can I get the phone number, postcode, and entrance fee please?",[],NONE
Thank you! Can you also help me find a cheap place to stay while I am there?,['hotel-pricerange'],find_hotel
"No, but I'd like a guesthouse of the 4 star range that offers free WiFi.","['hotel-internet', 'hotel-stars', 'hotel-type']",find_hotel
It sounds good! Can you book for 5 people and 5 nights starting from Saturday?,"['hotel-bookday', 'hotel-bookpeople', 'hotel-bookstay']",book_hotel
"Yes, I need a taxi from the hotel to the nightclub, I want ot leave the hotel by 13:30",[],NONE
No that's alls I needed.,[],NONE
I am planning a visit to Cambridge soon and want to visit a specific attraction people are talking about. Have you heard of the funky fun house?,[],NONE
Can you give me their phone number please?,[],NONE
Thanks. I also need a place to stay. I would like a hotel with a 4 star rating.,"['hotel-stars', 'hotel-type']",find_hotel
"I don't care about the price point. But, I do want it to be on the west side of town.","['hotel-area', 'hotel-pricerange']",find_hotel
"Yes please, I need to book it for 3 nights for 5 people starting Sunday.","['hotel-bookday', 'hotel-bookpeople', 'hotel-bookstay']",book_hotel
How about two nights?,[],book_hotel
Perfect. Thank you so much. That is everything I needed.,[],NONE
"I'd like to find a train leaving from Ely to go to Cambridge, please.",[],NONE
I need to arrive by 11:45 on Saturday.,[],find_hotel
"That fits my schedule, yes please reserve 6 tickets for us, and let me know the reference number when you have it.",[],NONE
"I also need to book a hotel as well, called the Lensfield hotel.",['hotel-name'],find_hotel
A total of 6 people and for 2 nights starting on Saturday.,"['hotel-bookday', 'hotel-bookpeople', 'hotel-bookstay']",book_hotel
Could you try one night instead of two?,[],book_hotel
That is wonderful. I think I am all set for now. Goodbye for now.,[],NONE
Can you help me find a guesthouse in the north?,"['hotel-area', 'hotel-type']",find_hotel
It should include free parking.,['hotel-parking'],find_hotel
Is it in the moderate range?,[],find_hotel
"What is the star rating of this guest house, address and phone number?",['hotel-pricerange'],find_hotel
"Great, just gathering information for now. That's everything I needed, thanks.",[],NONE
You're welcome.,[],NONE
Can you help me find a hotel to stay at with a 4 star rating but also in the cheaper price range? Thanks.,"['hotel-pricerange', 'hotel-stars']",find_hotel
What places are in the south?,['hotel-area'],find_hotel
Yes for one person for 4 nights starting Friday please.,"['hotel-bookday', 'hotel-bookpeople', 'hotel-bookstay']",book_hotel
"No, thank you, that will do.",[],NONE
"Howdy! I'm in town for the night and need a place to stay. I'd like a four star joint with free parking, if you please.","['hotel-parking', 'hotel-stars']",find_hotel
I don't have a price range. As long as it's nice.,[],find_hotel
"No, I don't care about the area, either. But do you have a guesthouse?","['hotel-area', 'hotel-pricerange', 'hotel-type']",find_hotel
Do any of those have free wifi?,['hotel-internet'],find_hotel
"Sure, what is its address and price range?",[],find_hotel
What is the price range?,[],find_hotel
no that's fine.,[],find_hotel
No that's all. Thanks!,[],NONE
"Need a place to dine, chinese near centre.",[],find_hotel
I prefer something cheap.,[],find_hotel
"Lets go with charlie chan, I would like to to book a table for 5 people at 11:00 on wednesday.",[],find_hotel
I am also looking for a place to stay at a 4 star hotel near the restaurant.,"['hotel-area', 'hotel-stars']",find_hotel
Are either option cheap?,[],find_hotel
"Yes, for 5 nights on the same day. I also need the reference number. Thanks!","['hotel-bookday', 'hotel-bookpeople', 'hotel-bookstay']",book_hotel
I think that is all I need today. Thank you for all your help.,[],NONE
I'm looking for a guesthouse to stay in and I don't need a free parking.,"['hotel-parking', 'hotel-type']",find_hotel
"No that is okay, can you book the cheapest one for me please?",['hotel-pricerange'],find_hotel
"Are there any moderately priced 3 star guesthouses in the west available? If not in the west, what about the north?",['hotel-area'],find_hotel
That sounds good. Do they have wifi?,[],find_hotel
That's fine. Could I get their postcode and phone number?,[],find_hotel
Thank you I am also looking for a restaurant in the same area as the hotel serving expensive chinese food.,[],NONE
Yes please. I need it for 8 people on Wednesday at 19:15.,[],NONE
Perfect thats all I needed!,[],NONE
"Hi, I am looking for information on a train.",[],NONE
I'd like to go to Cambridge and will be departing from Peterborough.,[],NONE
"I'd like to arrive by 10:30 on Thursday, please.",[],NONE
"I need to book seats for 4 people please, and can I get the reference number for that?",[],NONE
"Yes, that sounds perfect. I'll need 4 seats.",[],NONE
I need a hotel in the west with free parking please.,"['hotel-area', 'hotel-parking', 'hotel-type']",find_hotel
"I actually need a guesthouse instead of a hotel, please.",[],find_hotel
I need to find a place to stay with free parking and wifi. What can you find for me?,"['hotel-internet', 'hotel-parking']",find_hotel
"Yes, I'd like one in the North please.",['hotel-area'],find_hotel
I don't have a preference.,"['hotel-pricerange', 'hotel-stars']",find_hotel
Either is fine. What's the address of your favorite?,['hotel-type'],find_hotel
Thank you. Is it a hotel or guesthouse? I also need some kind of activity to pass the time.,[],find_hotel
Any is fine. I just need it to be in the same area as the hotel.,[],NONE
Yes that would be fine. Could you give me an address and the entrance fee?,[],NONE
"can i get a taxi to commute between the two places. i leave the hotel at 06.00, get me the contact number and car type please",[],NONE
No that was it. Thanks for your help!,[],NONE
Ok. Good bye!,[],NONE
Hello! I'm planning a trip to Cambridge and am interested in hearing about places to stay.,[],find_hotel
Oh for sure. Uh let's try something with 2 stars and moderately priced.,"['hotel-pricerange', 'hotel-stars']",find_hotel
"Let's try any 2 star hotel, then.",[],find_hotel
"Yes, please for 1 night.",['hotel-bookstay'],book_hotel
I would like accommodations for 6 people for 3 nights starting Tuesday.,"['hotel-bookday', 'hotel-bookpeople']",book_hotel
"Try a 1 night stay, instead.",[],book_hotel
"I need a sports attraction in the centre, can you give me more info?",[],NONE
Are there any theatres in the area then?,[],NONE
"Yes, Can I have the post code and entrance fee for the ADC?",[],NONE
"Ok perfect, that is all that I needed. Thank you for your help! Goodbye.",[],NONE
I'm looking for a place to stay that offers free wifi,['hotel-internet'],find_hotel
"I don't care what part of town it's in, but I would like it to be a hotel rather than a guesthouse, and I'd like it to be moderately priced.","['hotel-area', 'hotel-pricerange', 'hotel-type']",find_hotel
Are you sure you can't find any hotels moderately priced with free parking and free wifi anywhere?,['hotel-parking'],find_hotel
I just need a moderately priced hotel with free wifi and parking.,[],find_hotel
"Yes, I'll need the address and I will also need a train from Cambridge to Norwich on Monday, leaving after 20:15",[],find_hotel
"How long is the trip, and what time does it arrive in Norwich?",[],NONE
Thank you for all your help. That is all the information I need.,[],NONE
Hello! I'm looking for a moderately priced place to stay in Cambridge. I'll need free parking.,"['hotel-parking', 'hotel-pricerange']",find_hotel
yes I would like to stay in Cambridge,[],find_hotel
I would like something in the north.,['hotel-area'],find_hotel
"You pick. Give me the postcode, internet availability, and address to the one that stands out to you.",[],find_hotel
Thanks. My friends told me about a restaurant called Golden House. Do you know what area its in and food type?,[],NONE
"Nope, that's all, thank you.",[],NONE
I am looking for nightclub options in cambridge.,[],NONE
What is the area and how much is the entrance fee? I will need the address and the phone number.,[],NONE
Great! I also need a place to stay in the moderate price range. Any suggestions?,['hotel-pricerange'],find_hotel
I was really hoping to find a hotel if you could?,['hotel-type'],find_hotel
A 2 star hotel is fine does it have free wifi?,['hotel-stars'],find_hotel
"Yes, please. I'd like 4 nights for 2 people starting Thursday.","['hotel-bookday', 'hotel-bookpeople', 'hotel-bookstay']",book_hotel
"Yes, please! I need a taxi to commute between the two places.",[],NONE
I want to leave the Ballare by 22:45. Can you get me the contact number and car type?,[],NONE
Thank you very much for helping me! Have a great day.,[],NONE
Could you assist me in finding a train to stevenage please?,[],NONE
"Thursday, leave after 10:30.",[],NONE
"ok, is there anything that leaves earlier than that?",[],NONE
Book the 11:21 train for 7 people please.,[],NONE
"Okay now can you help me find the Avalon Hotel and tell me whether they have free internet, and where they are located as well as their address?","['hotel-internet', 'hotel-name']",find_hotel
Thank you for that info on Avalon. I would like to make a reservation.,[],find_hotel
"I want to reserve for seven people for three nights, please.","['hotel-bookday', 'hotel-bookpeople', 'hotel-bookstay']",book_hotel
No that'll it for the day. Thank you,[],NONE
i will be in cambridge and need a place to stay in the north. I hate internet.,"['hotel-area', 'hotel-internet']",find_hotel
Is that a 4-star place?,[],find_hotel
"Sorry, I was just kidding about the hating internet part. I do need a place that has free wifi.",['hotel-stars'],find_hotel
"Any place is fine, can you please book me for 6 people and 2 nights starting on monday?","['hotel-bookday', 'hotel-bookpeople', 'hotel-bookstay', 'hotel-type']",book_hotel
Thank you so much for all your help.,[],book_hotel
I am looking for a particular attraction.,[],NONE
"regency gallery, do you have their phone number?",[],NONE
"OK, thank you so much, that is all that I need.",[],NONE
I'm looking for a moderate priced place to stay in the south of town.,"['hotel-area', 'hotel-pricerange']",find_hotel
"Yes, I would like the 3 star one,please.","['hotel-stars', 'hotel-type']",find_hotel
I am looking for a place to stay in the north.,['hotel-area'],find_hotel
"Yes, I need both wifi and free parking.","['hotel-internet', 'hotel-parking']",find_hotel
That sounds great. Can you book it for 6 people starting Tuesday for a total of 2 nights?,"['hotel-bookday', 'hotel-bookpeople', 'hotel-bookstay']",book_hotel
Okay. May I have the reference number?,[],book_hotel
Thank you for booking it.Goodbye.,[],NONE
I am looking for a place to stay in the centre in Cambridge.,['hotel-area'],find_hotel
"I would prefer a guesthouse, and it does not need to include internet.","['hotel-internet', 'hotel-type']",find_hotel
"No thank you, that's all I needed.",[],NONE
Okay! Goodbye!,[],NONE
"I am also looking for an attraction, a swimming pool","['hotel-pricerange', 'hotel-stars']",find_hotel
Can you check a swimming pool in the west of the city?,[],NONE
"I'd prefer one in the same part of town as my hotel, are you sure there isn't one?",[],find_hotel
"Hi, I am looking to visit the colleges in town, and need to know the names of some of them.",[],NONE
Are there any in the centre?,[],NONE
"The area actually doesn't really matter, I just need the address of one of your recommendations, please?",[],NONE
Thank you! I am also looking for a hotel with 4 stars.,"['hotel-stars', 'hotel-type']",find_hotel
Do they have internet and could I have the phone number please?,[],find_hotel
I need to book a taxi also. It should leave the hotel by 11:30,[],NONE
That's all I need right now. Thanks for the help!,[],NONE
"I need a train after 20:00 on Tuesday, please.",[],NONE
Of course. I'd like to leave from Cambridge and head to London King's Cross.,[],NONE
TR5941 is good. Thank you for your help.,[],NONE
Wait. I also need a place to stay.,[],find_hotel
I prefer something in the east. And I only like to stay at 4-star rated places.,"['hotel-area', 'hotel-stars']",find_hotel
I would like free parking.,['hotel-parking'],find_hotel
Something moderately priced would be best.,"['hotel-pricerange', 'hotel-type']",find_hotel
I do not have that information at the moment.,[],NONE
Ok sorry I will call back when I have that information.,[],find_hotel
Yes can I have the address and hotel type for one of hotels? I'd take whichever one that you recommend.,"['hotel-bookday', 'hotel-bookpeople', 'hotel-bookstay']",book_hotel
Excellent. That's all I will need.,[],book_hotel
Hey. I'm looking for a train from stansted airport.,[],NONE
I plan to go on tuesday.,[],find_hotel
My destination is cambridge.,[],NONE
The train should arrive by 10:00 if at all possible.,[],NONE
That sounds perfect. Can I get the reference number from the booking?,[],NONE
I would like 4 tickets.,[],NONE
"I also need you to book Rosa's Bed and Breakfast for 4 people, two nights, starting on Tuesday.","['hotel-bookday', 'hotel-bookpeople', 'hotel-bookstay', 'hotel-name']",book_hotel
"That is all, thanks a lot",[],NONE
I need to book a room at alexander bed and breakfast and also what restaurants are near there ?,['hotel-name'],find_hotel
"Could I please get the address, hotel type, and phone number first?",[],find_hotel
Great ty so much. I was wondering if you can help me find a place to eat that serves Italian in the north?,[],NONE
Is that restaurant in the cheap price range?,[],NONE
i need to book for 1 people at 13:45 on sunday. remember the reference number please,[],NONE
"Thank you, goodbye.",[],NONE
Can you help me find a hotel to stay at with a 4 star rating but also in the cheaper price range? Thanks.,"['hotel-pricerange', 'hotel-stars']",find_hotel
What places are in the south?,['hotel-area'],find_hotel
Yes for one person for 4 nights starting Friday please.,"['hotel-bookday', 'hotel-bookpeople', 'hotel-bookstay']",book_hotel
"No, thank you, that will do.",[],NONE
i am looking for information about cineworld cinema.,[],NONE
Could i get the phone number please?,[],NONE
Yes I need to find a place to stay that is in the moderate price range and I don't need any parking.,"['hotel-area', 'hotel-parking', 'hotel-pricerange']",find_hotel
I need a hotel located in the town centre.,[],find_hotel
Yes. Book it for Monday. 5 nights and 6 people.,"['hotel-bookday', 'hotel-bookpeople', 'hotel-bookstay']",book_hotel
thanks that is all,[],NONE
What is the phone number for scudamores punting co?,[],NONE
Could you tell me their address as well please?,[],NONE
Thanks! I'm also looking for information on the A & B Guesthouse. What can you tell me about that place?,['hotel-name'],find_hotel
May I have the postcode?,[],find_hotel
I also need a taxi to go between the two places.,[],NONE
"I would like to leave the hotel by 7:00. Also, can you give me the contact number and car type once you have booked it?",[],NONE
Thank you so much for all of your help today. I am all set. Bye.,[],NONE
"Yes, I'm searching for a 4 star rated places to stay in town. It does not need to have any internet connection.","['hotel-internet', 'hotel-stars']",find_hotel
Do any of them include free parking?,['hotel-parking'],find_hotel
Price range does not matter.,['hotel-pricerange'],find_hotel
North part of town.Cheap would be better.,['hotel-area'],find_hotel
"Yes, can you book it for 7 people for 4 nights on Thursday?","['hotel-bookday', 'hotel-bookpeople', 'hotel-bookstay']",book_hotel
Yes let's try another hotel in the same price range.,['hotel-type'],book_hotel
No that will be all. Thanks.,[],book_hotel
"I'm looking for a hotel with free parking, can you help me out?",['hotel-parking'],find_hotel
"I don't have preference on type of place, but it should have 4 stars.","['hotel-stars', 'hotel-type']",find_hotel
"No, I'm not worried about those things, just as long as it has 4 star, free parking, and doesn't need to include Internet.","['hotel-area', 'hotel-pricerange']",find_hotel
"That sounds great. Could I get the postal code, please?",[],find_hotel
I also need a train from Cambridge.,[],NONE
"I'm sorry, I mispoke, I need a train to cambridge. I need to leave ely after 08:30 on thursday.",[],NONE
Perfect. I'll need a booking for 4 people.,[],NONE
"That should be it, thanks!",[],NONE
"Hi, I'm looking for information about places to go in the centre of town.",[],NONE
What do you recommend? I will need the address and attraction type of what you recommend.,[],NONE
What type of attraction is that?,[],NONE
"Okay, great. I'll also need a place to stay. I'd like for it to have free parking and be expensive.","['hotel-parking', 'hotel-pricerange']",find_hotel
"I'm not familiar with the areas of town, but I'd really like a 3 star guesthouse.","['hotel-stars', 'hotel-type']",find_hotel
"Are there any hotels with 3 stars, free wifi, free parking, and expensive?",['hotel-internet'],find_hotel
"Yes, that will be fine. I'll need it booked for Wednesday. We will be staying 3 nights. It will be 7 people.","['hotel-bookday', 'hotel-bookpeople', 'hotel-bookstay']",book_hotel
That is all. Thanks so much!,[],NONE
I am looking for somewhere to dine during my trip to Cambridge.,[],NONE
I'd like one that is cheap and in the city center.,[],NONE
I don't have a type preference.,[],NONE
"Yes, that sounds interesting. Can you also please find the hotel avalon. Please let me know their address and whether they have free parking.",['hotel-name'],find_hotel
I also need a taxi that will leave the hotel by 08:30.,[],NONE
My destination is the dojo noodle bar.,[],NONE
Great! That is all I needed. Thanks.,[],NONE
I an you find me a 0 star guesthouse to stay in.,"['hotel-stars', 'hotel-type']",find_hotel
"well, i'd like to find a place to stay like a guesthouse with 0 star rating in the area of north that has free wifi, thank you.",['hotel-internet'],find_hotel
"Yes please, for 6 people and five nights on Monday.","['hotel-area', 'hotel-bookday', 'hotel-bookpeople', 'hotel-bookstay']",book_hotel
I'm looking for a restaurant called saffron brasserie.,[],NONE
"Yes, please. I'd also like to know what area of town it's in and what type of food it serves.",[],NONE
"No, but I do need some information about a taxi between the two places. I'd like to leave the hotel by 16:30.",[],NONE
"Ok, great. Thanks for your help, you have covered everything I needed!",[],NONE
I'm looking for a train that leaves on monday after 16:15. Any suggestions?,[],NONE
I'm leaving Cambridge and headed to Ely.,[],NONE
"No, I just need the train ID and arrival time.",[],NONE
I am also looking for a guesthouse with a rating of 4 stars.,"['hotel-stars', 'hotel-type']",find_hotel
It does not matter but I would like free parking.,"['hotel-area', 'hotel-parking']",find_hotel
"Price range is not important, just the four stars.",['hotel-pricerange'],find_hotel
"As long as it has free parking, that's all I really need. Can you recommend one and tell me a little about it?",[],find_hotel
Does it have free internet?,[],find_hotel
"No, just the area and postcode please.",[],find_hotel
"No, thanks. I'm not ready to book at this time.",[],NONE
Nope. That's all. Goodbye.,[],NONE
Help me find a place to stay that has free parking and in moderate price range please.,"['hotel-parking', 'hotel-pricerange']",find_hotel
I do not really care but would like it to have a 3 star rating.,['hotel-stars'],find_hotel
"No thanks. I will need the phone number please. Also, do they have internet?",[],find_hotel
Great. I also need a restaurant in the same price range. I'd like it to be a british place.,[],NONE
could I have the area and phone number,[],NONE
"Great. Thanks. Last thing, can you tell me what area of town that's in?",[],NONE
That's all. Thanks!,[],NONE
Thanks so much. Goodbye,[],NONE
I am planning a trip in Cambridge and need a place to stay with free parking.,['hotel-parking'],find_hotel
"I have no particular price range, but would like a guesthouse in the north part of town.","['hotel-area', 'hotel-pricerange', 'hotel-type']",find_hotel
Excellent. Can I book that for 2 people for 2 nights starting on Tuesday,"['hotel-bookday', 'hotel-bookpeople', 'hotel-bookstay']",book_hotel
"Yes, I need to find a train on Tuesday from Cambridge to London Liverpool Street.",[],book_hotel
I'm interested in 4 star hotels in the centre of town.,"['hotel-area', 'hotel-stars']",find_hotel
I would prefer a hotel in the moderate price range.,['hotel-pricerange'],find_hotel
How about the cheap price range?,[],find_hotel
"Yes, I would like a reservation.",[],find_hotel
Beginning on Wednesday for three nights. I also need a restaurant in the same area as the hotel that serves Chinese food.,"['hotel-bookday', 'hotel-bookstay']",book_hotel
What's the price range of that one?,[],NONE
"That would work yes, can I have their phone number and postcode?",[],NONE
No but I still need the reservation for the hotel and a taxi to arrive at the restaurant by 24:00. Need contact number and car type for that as well.,[],NONE
just find me the phone number and postcode i'll book it myself,[],book_hotel
Yes I need to book a taxi to travel between the two places.,[],NONE
No thank you. That is all I need.,[],NONE
I want a train that leaves after 10:30 and it needs to leave on Thursday.,[],find_hotel
I am leaving from Bishops Stortford and heading into Cambridge.,[],NONE
"Yes, I need a booking for 5 people and please provide the reference number.",[],NONE
Thank you. I am also looking for a moderately priced hotel in the East.,"['hotel-area', 'hotel-pricerange', 'hotel-type']",find_hotel
Can you find the A & B Guesthouse?,['hotel-name'],find_hotel
Yes I would like to make a booking for 5 people and 5 nights starting from Monday.,"['hotel-bookday', 'hotel-bookpeople', 'hotel-bookstay']",book_hotel
"Hello, are there any centrally located hotels in Cambridge with free parking?","['hotel-area', 'hotel-parking']",find_hotel
The hotel should be in the expensive price range.,['hotel-pricerange'],find_hotel
Let's go with the 4 star option. I'd like to book it for two people and three nights starting from thursday.,"['hotel-bookday', 'hotel-bookpeople', 'hotel-bookstay']",book_hotel
Please try to book a 1 night stay.,[],book_hotel
I also need a restaurant the restaurant should be in the expensive price range and serve north american food.,[],book_hotel
Yes please book the restaurant for me.,[],NONE
"I changed my mind. I will go ahead and book it myself. But, can you please provide me the address and postcode. Thanks.",[],NONE
Could you book me a taxi please? I would like to leave the restuarant at 20:15 and go back to the hotel.,[],NONE
"No, that's all I need. Thank you for your help!",[],NONE
I'm looking for a train departing london kings cross going to cambridge.,[],NONE
I want the train to leave after 11:00 on Thursday.,[],NONE
What is the travel time for that ride?,[],NONE
I also need a place to stay. I would like to find a 3 star holel that has free parking.,"['hotel-parking', 'hotel-stars']",find_hotel
"No, I am open to different areas. I would like something expensive though. Oh, and make that with free parking and wifi.","['hotel-internet', 'hotel-pricerange']",find_hotel
"The center one is good. Could you provide me with the room type hotel or guesthouse) and the address, postcode as well.",['hotel-area'],find_hotel
Thanks so much! Have a great day. Goodbye,[],NONE
Please help me find a hotel to stay at in the centre that has a 4 star rating. Thanks!,"['hotel-area', 'hotel-stars']",find_hotel
I want an expensive place with free wifi.,"['hotel-internet', 'hotel-pricerange']",find_hotel
Where is it located?,[],find_hotel
Thanks. I'm also wanting to see if there's someplace to get polynesian food in the centre of town.,[],find_hotel
Is there a Oriental restaurant in the City Centre that is in the expensive price range?,[],find_hotel
That's all I will need. Thank you!,[],NONE
I am looking for a particular attraction called the Funky Fun House. Can you get me directions?,[],NONE
What area of town is that in?,[],NONE
Can you tell me what the entrance fee is? May i also have their postcode please?,[],NONE
"Great, thank you. Can you also help me find a place to stay? I'd like an expensive hotel with free parking.","['hotel-pricerange', 'hotel-type']",find_hotel
I would like a hotel in the expensive price range.,[],find_hotel
Could you book it for 3 people and for 3 nights starting on sunday?,"['hotel-bookday', 'hotel-bookpeople', 'hotel-bookstay']",book_hotel
Thank you! I'm all set. Goodbye!,[],NONE
I need information on places to go and see.,[],NONE
"Yes, I would like the type of college. I will need the address and postcode please.",[],NONE
Yes could I have the address and postcode of the college please.,[],NONE
What is the postcode?,[],NONE
"I'm also looking for a moderately priced guesthouse, one with a four star rating. If it doesn't have free parking, that's fine.","['hotel-pricerange', 'hotel-stars', 'hotel-type']",find_hotel
"The area doesn't matter. I'll go with whatever guesthouse you recommend. Please make my reservation for 3 people, 5 nights, starting Thursday. Thanks.","['hotel-area', 'hotel-bookday', 'hotel-bookpeople', 'hotel-bookstay']",book_hotel
Could you also get me a taxi between the two that leaves the hotel by 6:15?,[],book_hotel
Thanks. I don't need anything else.,[],NONE
Have a great one. Thanks again for your help. Goodbye.,[],NONE
I am looking for an expensive Indian restaurant in Cambridge.,[],NONE
I want the location to be in the west.,[],find_hotel
"Yes, I need a table.",[],NONE
On Thursday at 5:00. I also need a hotel in the same area. No need to have free parking.,"['hotel-area', 'hotel-parking', 'hotel-type']",find_hotel
are you sure? it should be the type of a hotel,[],find_hotel
How about one that has free parking?,[],find_hotel
is that in the same area as the restaurant?,[],find_hotel
Yes. I'd like to book that for 3 nights starting Sunday and for 4 people.,"['hotel-bookday', 'hotel-bookpeople', 'hotel-bookstay']",book_hotel
"Great, thanks so much! Can you please book me a taxi from the restaurant to the Marriott, leaving the restaurant by 17:00?",[],NONE
Okay thank you for all your help.,[],NONE
"That is all, goodbye.",[],NONE
"Hello, I'm looking for a cheap place to stay. It doesn't need to have free parking.","['hotel-parking', 'hotel-pricerange']",find_hotel
I also need free wifi and a 0 star rating please.,"['hotel-internet', 'hotel-stars']",find_hotel
"Ok, then, is there one that is cheap and offers free parking instead?",[],find_hotel
"Ok, I will try again later.",[],find_hotel
I want which ever one is close to town.,[],find_hotel
Sure. There will be 5 of us for 4 nights starting Monday.,"['hotel-bookday', 'hotel-bookpeople', 'hotel-bookstay']",book_hotel
Perfect thanks so much for your help that was all I needed today.,[],book_hotel
I am looking for a particular hotel. Its name is called kirkwood house,['hotel-name'],find_hotel
Please book a room for 3 people for 3 nights starting on Wednesday. Can I have a reference number?,"['hotel-bookday', 'hotel-bookpeople', 'hotel-bookstay']",book_hotel
Wonderful. Thank you.,[],NONE
"Thanks, that's all. Good bye.",[],NONE
I am going to cambridge and need a place to stay.,[],find_hotel
I definitely want both a guesthouse and the centre of town.,"['hotel-area', 'hotel-type']",find_hotel
"Is it in the moderate price range? If so, yes.",[],find_hotel
"I would like to try another price range, only in the moderate range. I would like to stay in the city centre.",['hotel-pricerange'],find_hotel
Are there any cheap guesthouses in the centre of town?,[],find_hotel
no preference I also need a reference number.,[],find_hotel
There will be 2 people and we will arrive on Monday.,"['hotel-bookday', 'hotel-bookpeople']",book_hotel
"I'm sorry, 5 nights please.",['hotel-bookstay'],book_hotel
Great. I also need a train leaving on Saturday.,[],NONE
"The train should leave after 10:00 and should go to stevenage, leaving from cambridge.",[],NONE
"Yes, that will work! I need the reference number please.",[],NONE
Thank you so much! That's all I needed. Have a great day!,[],NONE
I'm looking for a place to stay on the east side.,['hotel-area'],find_hotel
I am looking in the lower range.,['hotel-pricerange'],find_hotel
"A place on the east side with 4 stars and free wifi sounds perfect! Can I get the address, price range and postcode for one of those?","['hotel-internet', 'hotel-stars']",find_hotel
Thank you. What is the price range?,[],find_hotel
"No, that's it. Thanks!",[],NONE
I'm looking for a train departing from Stantsted Airport going to Cambridge.,[],NONE
I want to leave on wednesday and arrive by 10:15.,[],NONE
"Yes, that will be good! I need eight tickets, please.",[],NONE
Can you also give me some information on the Leverton House hotel?,['hotel-name'],find_hotel
What is the address of the hotel?,[],find_hotel
What is their phone number?,[],find_hotel
Thanks! That's all I needed. Goodbye!,[],NONE
"Hi, do you know of a hotel called finches bed and breakfast?",['hotel-name'],find_hotel
"Sure. I'd need a room for 8 people, 5 nights starting on thursday.","['hotel-bookday', 'hotel-bookpeople', 'hotel-bookstay']",book_hotel
Yes I am looking for a restaurant in the expensive price range that serves Italian food.,[],NONE
The restaurant should serve italian food and should be in the expensive price range. The restaurant should be in the south,[],NONE
Yes can you please make me a reservation?,[],NONE
"I actually dont need a reservation. just the address, postcode and phone number please.",[],NONE
"Thank you, can I get a taxi as well? I need to leave the hotel by 16:45 and go the restaurant.",[],NONE
"Excellent, that's all the information I need, thank you for your help!",[],NONE
Where is this saffron brasserie located?,[],NONE
Great I would like to book a table.,[],NONE
Well...I don't have any friends... I'll be going in on Thursday at 12:30.,[],find_hotel
"Thank you! I also need a guesthouse to stay in in the east. It doesn't have to have free parking, but I would like a 4 star place.","['hotel-area', 'hotel-name', 'hotel-parking', 'hotel-stars', 'hotel-type']",find_hotel
No preference. Could you pick one for me?,[],find_hotel
Could you book it for the same group of people and 2 nights starting from the same day.,"['hotel-bookday', 'hotel-bookpeople', 'hotel-bookstay']",book_hotel
Could you please also find a taxi to commute between the hotel and restaurant.,[],book_hotel
I would to book a taxi that will arrive at the restaurant by 12:30.,[],NONE
Thank you very much!,[],NONE
No that's all! Thanks for the help.,[],NONE
I'm sure I will. Thank you.,[],NONE
"Yes, I was wondering if you could help me find a train leaving from Cambridge.",[],NONE
I'd like to go to london liverpool street on Sunday. I need to get there by 21:00.,[],NONE
"That one would be great. Can I get 2 tickets on that train, and the reference number once it's booked?",[],NONE
I'm also looking for a place to stay in the centre of town that includes free parking.,"['hotel-area', 'hotel-parking']",find_hotel
I am looking for a cheap place to stay.,['hotel-pricerange'],find_hotel
Does this location include free wifi?,[],find_hotel
Does the El Shaddai include free wifi?,[],find_hotel
Yes. Could you make it for 2 nights/ 2 people starting on friday.,"['hotel-bookday', 'hotel-bookpeople', 'hotel-bookstay']",book_hotel
"That's okay, see if you can make the booking for one night instead.",[],book_hotel
Thank you very much for all your help.,[],NONE
No. Thank you for your help.,[],NONE
"Hi, I'm trying to find a restaurant called sala thong.",[],NONE
Sure. I need a table for Friday at 14:15 for 5 people.,[],NONE
"rad, thanks for your help.",[],NONE
I am also looking for a place to stay that has free wifi.,['hotel-internet'],find_hotel
"Yes, I want to stay on the north side of town.",['hotel-area'],find_hotel
Is that in the expensive price range and do they have free internet and parking?,"['hotel-parking', 'hotel-pricerange']",find_hotel
"I definitely want to stay in the expensive range, so how about we change the area to the centre of town. What do you have there with wifi and parking?",[],find_hotel
